"Customer Name","Order ID",Sales
"Helen Andreada",CA-2015-110744,671.93
"Helen Andreada",CA-2015-110744,671.93
"Helen Andreada",CA-2015-110744,671.93
"Helen Andreada",CA-2015-110744,671.93
"Helen Andreada",CA-2015-110744,671.93
"Helen Andreada",CA-2015-110744,671.93
"Justin Ellison",CA-2016-114489,1951.84
"Justin Ellison",CA-2016-114489,1951.84
"Justin Ellison",CA-2016-114489,1951.84
"Mark Packer",CA-2015-102281,899.14
"Mark Packer",CA-2015-102281,899.14
"Mark Packer",CA-2015-102281,899.14
"Mark Packer",CA-2015-102281,899.14
"Mark Packer",CA-2015-102281,899.14
"Mark Packer",CA-2015-102281,899.14
"Jonathan Howell",CA-2016-130162,302.38
"Jonathan Howell",CA-2016-130162,302.38
"Jonathan Howell",CA-2016-130162,302.38
"Jonathan Howell",CA-2016-130162,302.38
"Jonathan Howell",CA-2016-130162,302.38
"Jonathan Howell",CA-2016-130162,302.38
"Jonathan Howell",CA-2016-130162,302.38
"Joni Blumstein",CA-2015-169397,479.99
"Joni Blumstein",CA-2015-169397,479.99
"Joni Blumstein",CA-2015-169397,479.99
"David Smith",CA-2015-163055,622.45
"David Smith",CA-2015-163055,622.45
"David Smith",CA-2015-163055,622.45
"David Smith",CA-2015-163055,622.45
"David Smith",CA-2015-163055,622.45
"David Smith",CA-2015-163055,622.45
"David Smith",CA-2015-163055,622.45
"David Smith",CA-2015-163055,622.45
"David Smith",CA-2015-163055,622.45
"Dianna Wilson",CA-2014-131926,2001.86
"Dianna Wilson",CA-2014-131926,2001.86
"Dianna Wilson",CA-2014-131926,2001.86
"Dianna Wilson",CA-2014-131926,2001.86
"Kelly Collister",CA-2016-145625,3347.37
"Kelly Collister",CA-2016-145625,3347.37
"Kelly Collister",CA-2016-145625,3347.37
"Kelly Collister",CA-2016-145625,3347.37
"Delfina Latchford",CA-2016-146941,361.92
"Delfina Latchford",CA-2016-146941,361.92
"Delfina Latchford",CA-2016-146941,361.92
"Delfina Latchford",CA-2016-146941,361.92
"Delfina Latchford",CA-2016-146941,361.92
"Delfina Latchford",CA-2016-146941,361.92
"Delfina Latchford",CA-2016-146941,361.92
"Delfina Latchford",CA-2016-146941,361.92
"Steven Cartwright",US-2015-161991,1114.4
"Steven Cartwright",US-2015-161991,1114.4
"Steven Cartwright",US-2015-161991,1114.4
"Steven Cartwright",US-2015-161991,1114.4
"Steven Cartwright",US-2015-161991,1114.4
"Steven Cartwright",US-2015-161991,1114.4
"Steven Cartwright",US-2015-161991,1114.4
"Steven Cartwright",US-2015-161991,1114.4
"Steven Cartwright",US-2015-161991,1114.4
"Steven Cartwright",US-2015-161991,1114.4
"Jas O'Carroll",CA-2015-130890,1038.84
"Jas O'Carroll",CA-2015-130890,1038.84
"Jas O'Carroll",CA-2015-130890,1038.84
"Jas O'Carroll",CA-2015-130890,1038.84
"Jas O'Carroll",CA-2015-130890,1038.84
"Jas O'Carroll",CA-2015-130890,1038.84
"Alan Haines",CA-2016-112697,961.48
"Alan Haines",CA-2016-112697,961.48
"Alan Haines",CA-2016-112697,961.48
"Alan Haines",CA-2016-112697,961.48
"Corey Roper",CA-2014-111003,289.2
"Corey Roper",CA-2014-111003,289.2
"Corey Roper",CA-2014-111003,289.2
"Nathan Mautz",CA-2014-164973,3991.98
"Nathan Mautz",CA-2014-164973,3991.98
"Nathan Mautz",CA-2014-164973,3991.98
"Nathan Mautz",CA-2014-164973,3991.98
"Nathan Mautz",CA-2014-164973,3991.98
"Nathan Mautz",CA-2014-164973,3991.98
"Nathan Mautz",CA-2014-164973,3991.98
"Clay Cheatham",CA-2017-169901,47.98
"Clay Cheatham",CA-2017-169901,47.98
"Clay Cheatham",CA-2017-169901,47.98
"Adam Bellavance",CA-2016-129714,4355.17
"Adam Bellavance",CA-2016-129714,4355.17
"Adam Bellavance",CA-2016-129714,4355.17
"Adam Bellavance",CA-2016-129714,4355.17
"Adam Bellavance",CA-2016-129714,4355.17
"Adam Bellavance",CA-2016-129714,4355.17
"Adam Bellavance",CA-2016-129714,4355.17
"Michael Kennedy",CA-2016-155516,1043.92
"Michael Kennedy",CA-2016-155516,1043.92
"Michael Kennedy",CA-2016-155516,1043.92
"Michael Kennedy",CA-2016-155516,1043.92
"Michael Kennedy",CA-2016-155516,1043.92
"Michael Kennedy",CA-2016-155516,1043.92
"Michael Kennedy",CA-2016-155516,1043.92
"Michael Kennedy",CA-2016-155516,1043.92
"Arthur Gainer",US-2014-119137,1023.94
"Arthur Gainer",US-2014-119137,1023.94
"Arthur Gainer",US-2014-119137,1023.94
"Arthur Gainer",US-2014-119137,1023.94
"Arthur Gainer",US-2014-119137,1023.94
"Arthur Gainer",US-2014-119137,1023.94
"Arthur Gainer",US-2014-119137,1023.94
"Arthur Gainer",US-2014-119137,1023.94
"Arthur Gainer",US-2014-119137,1023.94
"Arthur Gainer",US-2014-119137,1023.94
"Denny Ordway",US-2015-168935,375.46
"Denny Ordway",US-2015-168935,375.46
"Denny Ordway",US-2015-168935,375.46
"Denny Ordway",US-2015-168935,375.46
"Denny Ordway",US-2015-168935,375.46
"Denny Ordway",US-2015-168935,375.46
"Denny Ordway",US-2015-168935,375.46
"Jack Garza",US-2014-135972,1799.97
"Jack Garza",US-2014-135972,1799.97
"Jack Garza",US-2014-135972,1799.97
"Anna Gayman",CA-2016-108987,2396.27
"Anna Gayman",CA-2016-108987,2396.27
"Anna Gayman",CA-2016-108987,2396.27
"Anna Gayman",CA-2016-108987,2396.27
"Anna Gayman",CA-2016-108987,2396.27
"Anna Gayman",CA-2016-108987,2396.27
"Anna Gayman",CA-2016-108987,2396.27
"Keith Herrera",CA-2017-117457,1336.83
"Keith Herrera",CA-2017-117457,1336.83
"Keith Herrera",CA-2017-117457,1336.83
"Keith Herrera",CA-2017-117457,1336.83
"Keith Herrera",CA-2017-117457,1336.83
"Keith Herrera",CA-2017-117457,1336.83
"Keith Herrera",CA-2017-117457,1336.83
"Philisse Overcash",CA-2016-147375,1007.98
"Philisse Overcash",CA-2016-147375,1007.98
"Philisse Overcash",CA-2016-147375,1007.98
"Philisse Overcash",CA-2016-147375,1007.98
"Philisse Overcash",CA-2016-147375,1007.98
"Philisse Overcash",CA-2016-147375,1007.98
"Philisse Overcash",CA-2016-147375,1007.98
"Philisse Overcash",CA-2016-147375,1007.98
"Philisse Overcash",CA-2016-147375,1007.98
"Tanja Norvell",CA-2016-109869,1272.63
"Tanja Norvell",CA-2016-109869,1272.63
"Tanja Norvell",CA-2016-109869,1272.63
"Tanja Norvell",CA-2016-109869,1272.63
"Tanja Norvell",CA-2016-109869,1272.63
"Tanja Norvell",CA-2016-109869,1272.63
"Tanja Norvell",CA-2016-109869,1272.63
"John Grady",CA-2016-100790,704.25
"John Grady",CA-2016-100790,704.25
"John Grady",CA-2016-100790,704.25
"John Grady",CA-2016-100790,704.25
"John Grady",CA-2016-100790,704.25
"John Grady",CA-2016-100790,704.25
"Erin Mull",CA-2014-127691,159.98
"Erin Mull",CA-2014-127691,159.98
"Erin Mull",CA-2014-127691,159.98
"Erin Mull",CA-2014-127691,159.98
"Michelle Tran",CA-2017-140963,514.17
"Michelle Tran",CA-2017-140963,514.17
"Michelle Tran",CA-2017-140963,514.17
"Michelle Tran",CA-2017-140963,514.17
"Astrea Jones",CA-2014-113362,449.15
"Astrea Jones",CA-2014-113362,449.15
"Astrea Jones",CA-2014-113362,449.15
"Maribeth Yedwab",US-2016-105578,801.57
"Maribeth Yedwab",US-2016-105578,801.57
"Maribeth Yedwab",US-2016-105578,801.57
"Maribeth Yedwab",US-2016-105578,801.57
"Maribeth Yedwab",US-2016-105578,801.57
"Maribeth Yedwab",US-2016-105578,801.57
"Maribeth Yedwab",US-2016-105578,801.57
"Christopher Martinez",CA-2015-145352,6354.95
"Christopher Martinez",CA-2015-145352,6354.95
"Christopher Martinez",CA-2015-145352,6354.95
"Christopher Martinez",CA-2015-145352,6354.95
"Alan Dominguez",CA-2017-127432,2999.95
"Alan Dominguez",CA-2017-127432,2999.95
"Alan Dominguez",CA-2017-127432,2999.95
"Alan Dominguez",CA-2017-127432,2999.95
"Alan Dominguez",CA-2017-127432,2999.95
"Alan Dominguez",CA-2017-127432,2999.95
"Alan Dominguez",CA-2017-127432,2999.95
"Jasper Cacioppo",US-2017-129441,47.94
"Jasper Cacioppo",US-2017-129441,47.94
"Jasper Cacioppo",US-2017-129441,47.94
"Liz MacKendrick",US-2015-120161,646.78
"Liz MacKendrick",US-2015-120161,646.78
"Liz MacKendrick",US-2015-120161,646.78
"Liz MacKendrick",US-2015-120161,646.78
"Liz MacKendrick",US-2015-120161,646.78
"Adrian Shami",CA-2017-162929,41.28
"Adrian Shami",CA-2017-162929,41.28
"Dean Katz",CA-2017-100650,1295.78
"Dean Katz",CA-2017-100650,1295.78
"Dean Katz",CA-2017-100650,1295.78
"Dean Katz",CA-2017-100650,1295.78
"Dean Katz",CA-2017-100650,1295.78
"Dean Katz",CA-2017-100650,1295.78
"Dean Katz",CA-2017-100650,1295.78
"Dean Katz",CA-2017-100650,1295.78
"Lena Radford",CA-2014-131450,1199.98
"Lena Radford",CA-2014-131450,1199.98
"Lena Radford",CA-2014-131450,1199.98
"Lena Radford",CA-2014-131450,1199.98
"Lena Radford",CA-2014-131450,1199.98
"Lena Radford",CA-2014-131450,1199.98
"Alan Shonely",CA-2014-149958,142.78
"Alan Shonely",CA-2014-149958,142.78
"Alan Shonely",CA-2014-149958,142.78
"Alan Shonely",CA-2014-149958,142.78
"Alan Shonely",CA-2014-149958,142.78
"Alan Shonely",CA-2014-149958,142.78
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Rick Bensley",CA-2016-115917,1049.2
"Sibella Parks",CA-2016-123666,459.95
"Sibella Parks",CA-2016-123666,459.95
"Sibella Parks",CA-2016-123666,459.95
"Sibella Parks",CA-2016-123666,459.95
"Sibella Parks",CA-2016-123666,459.95
"Sibella Parks",CA-2016-123666,459.95
"Tiffany House",CA-2017-132682,381.58
"Tiffany House",CA-2017-132682,381.58
"Tiffany House",CA-2017-132682,381.58
"Tiffany House",CA-2017-132682,381.58
"Tiffany House",CA-2017-132682,381.58
"Tiffany House",CA-2017-132682,381.58
"Tiffany House",CA-2017-132682,381.58
"Tiffany House",CA-2017-132682,381.58
"Grant Thornton",US-2017-168116,7999.98
"Grant Thornton",US-2017-168116,7999.98
"Grant Thornton",US-2017-168116,7999.98
"Brad Norvell",CA-2014-138527,166.84
"Brad Norvell",CA-2014-138527,166.84
"Brad Norvell",CA-2014-138527,166.84
"Brad Norvell",CA-2014-138527,166.84
"David Philippe",CA-2014-112158,883.92
"David Philippe",CA-2014-112158,883.92
"Michael Paige",CA-2016-142335,1652.94
"Michael Paige",CA-2016-142335,1652.94
"Michael Paige",CA-2016-142335,1652.94
"Michael Paige",CA-2016-142335,1652.94
"Michael Paige",CA-2016-142335,1652.94
"Michael Paige",CA-2016-142335,1652.94
"Michael Paige",CA-2016-142335,1652.94
"Michael Paige",CA-2016-142335,1652.94
"Michael Paige",CA-2016-142335,1652.94
"Emily Grady",US-2016-150861,542.65
"Emily Grady",US-2016-150861,542.65
"Emily Grady",US-2016-150861,542.65
"Emily Grady",US-2016-150861,542.65
"Emily Grady",US-2016-150861,542.65
"Darrin Sayre",CA-2017-131954,242.94
"Darrin Sayre",CA-2017-131954,242.94
"Darrin Sayre",CA-2017-131954,242.94
"Darrin Sayre",CA-2017-131954,242.94
"Nona Balk",CA-2016-140928,383.44
"Nona Balk",CA-2016-140928,383.44
"Nona Balk",CA-2016-140928,383.44
"Nona Balk",CA-2016-140928,383.44
"Nona Balk",CA-2016-140928,383.44
"Nona Balk",CA-2016-140928,383.44
"Nona Balk",CA-2016-140928,383.44
"Nona Balk",CA-2016-140928,383.44
"Nona Balk",CA-2016-140928,383.44
"Chris Selesnick",CA-2014-162775,646.74
"Chris Selesnick",CA-2014-162775,646.74
"Chris Selesnick",CA-2014-162775,646.74
"Chris Selesnick",CA-2014-162775,646.74
"Chris Selesnick",CA-2014-162775,646.74
"Chris Selesnick",CA-2014-162775,646.74
"Chris Selesnick",CA-2014-162775,646.74
"Chris Selesnick",CA-2014-162775,646.74
"Chris Selesnick",CA-2014-162775,646.74
"Chris Selesnick",CA-2014-162775,646.74
"Chris Selesnick",CA-2014-162775,646.74
"Laurel Elliston",CA-2016-157245,641.96
"Laurel Elliston",CA-2016-157245,641.96
"Laurel Elliston",CA-2016-157245,641.96
"Laurel Elliston",CA-2016-157245,641.96
"Laurel Elliston",CA-2016-157245,641.96
"Joe Kamberova",CA-2016-105256,1363.96
"Joe Kamberova",CA-2016-105256,1363.96
"Joe Kamberova",CA-2016-105256,1363.96
"Joe Kamberova",CA-2016-105256,1363.96
"Joe Kamberova",CA-2016-105256,1363.96
"Joe Kamberova",CA-2016-105256,1363.96
"Joe Kamberova",CA-2016-105256,1363.96
"Joe Kamberova",CA-2016-105256,1363.96
"Joe Kamberova",CA-2016-105256,1363.96
"Russell Applegate",CA-2014-134313,1983.97
"Russell Applegate",CA-2014-134313,1983.97
"Russell Applegate",CA-2014-134313,1983.97
"Russell Applegate",CA-2014-134313,1983.97
"Russell Applegate",CA-2014-134313,1983.97
"Russell Applegate",CA-2014-134313,1983.97
"Russell Applegate",CA-2014-134313,1983.97
"Russell Applegate",CA-2014-134313,1983.97
"Russell Applegate",CA-2014-134313,1983.97
"Pauline Johnson",CA-2017-143686,1399.93
"Pauline Johnson",CA-2017-143686,1399.93
"Pauline Johnson",CA-2017-143686,1399.93
"Pauline Johnson",CA-2017-143686,1399.93
"Pauline Johnson",CA-2017-143686,1399.93
"Pauline Johnson",CA-2017-143686,1399.93
"Cynthia Arntzen",CA-2014-140858,1228.47
"Cynthia Arntzen",CA-2014-140858,1228.47
"Cynthia Arntzen",CA-2014-140858,1228.47
"Cynthia Arntzen",CA-2014-140858,1228.47
"Cynthia Arntzen",CA-2014-140858,1228.47
"Cynthia Arntzen",CA-2014-140858,1228.47
"Paul Knutson",CA-2016-158099,1141.47
"Paul Knutson",CA-2016-158099,1141.47
"Harold Pawlan",CA-2017-111689,1242.9
"Harold Pawlan",CA-2017-111689,1242.9
"Harold Pawlan",CA-2017-111689,1242.9
"Harold Pawlan",CA-2017-111689,1242.9
"Harold Pawlan",CA-2017-111689,1242.9
"Harold Pawlan",CA-2017-111689,1242.9
"Harold Pawlan",CA-2017-111689,1242.9
"Bill Eplett",CA-2017-137596,1928.78
"Bill Eplett",CA-2017-137596,1928.78
"Bill Eplett",CA-2017-137596,1928.78
"Bill Eplett",CA-2017-137596,1928.78
"Bill Eplett",CA-2017-137596,1928.78
"Adam Hart",CA-2016-149797,841.57
"Adam Hart",CA-2016-149797,841.57
"Adam Hart",CA-2016-149797,841.57
"Adam Hart",CA-2016-149797,841.57
"Adam Hart",CA-2016-149797,841.57
"Adam Hart",CA-2016-149797,841.57
"Adam Hart",CA-2016-149797,841.57
"Adam Hart",CA-2016-149797,841.57
"Adam Hart",CA-2016-149797,841.57
"Adam Hart",CA-2016-149797,841.57
"Catherine Glotzbach",CA-2016-140081,447.7
"Catherine Glotzbach",CA-2016-140081,447.7
"Catherine Glotzbach",CA-2016-140081,447.7
"Catherine Glotzbach",CA-2016-140081,447.7
"Catherine Glotzbach",CA-2016-140081,447.7
"Ross Baird",US-2017-110576,2065.32
"Ross Baird",US-2017-110576,2065.32
"Ross Baird",US-2017-110576,2065.32
"Ross Baird",US-2017-110576,2065.32
"Ross Baird",US-2017-110576,2065.32
"Ross Baird",US-2017-110576,2065.32
"Ross Baird",US-2017-110576,2065.32
"Ross Baird",US-2017-110576,2065.32
"Bryan Spruell",CA-2017-135279,501.81
"Bryan Spruell",CA-2017-135279,501.81
"Tracy Zic",CA-2014-163419,603.92
"Tracy Zic",CA-2014-163419,603.92
"Tracy Zic",CA-2014-163419,603.92
"Tracy Zic",CA-2014-163419,603.92
"Ann Steele",CA-2017-100314,336.51
"Ann Steele",CA-2017-100314,336.51
"Ann Steele",CA-2017-100314,336.51
"Ann Steele",CA-2017-100314,336.51
"Ann Steele",CA-2017-100314,336.51
"Ann Steele",CA-2017-100314,336.51
"Ann Steele",CA-2017-100314,336.51
"Mitch Willingham",CA-2014-117639,2715.93
"Mitch Willingham",CA-2014-117639,2715.93
"Rick Hansen",CA-2015-124891,2309.65
"Rick Hansen",CA-2015-124891,2309.65
"Rick Hansen",CA-2015-124891,2309.65
"Rick Hansen",CA-2015-124891,2309.65
"Rick Hansen",CA-2015-124891,2309.65
"John Stevenson",US-2015-126214,1618.37
"John Stevenson",US-2015-126214,1618.37
"John Stevenson",US-2015-126214,1618.37
"John Stevenson",US-2015-126214,1618.37
"John Stevenson",US-2015-126214,1618.37
"Kalyca Meade",CA-2015-108665,601.65
"Kalyca Meade",CA-2015-108665,601.65
"Kalyca Meade",CA-2015-108665,601.65
"Kalyca Meade",CA-2015-108665,601.65
"Kalyca Meade",CA-2015-108665,601.65
"Kalyca Meade",CA-2015-108665,601.65
"Ed Ludwig",CA-2016-113061,86.62
"Ed Ludwig",CA-2016-113061,86.62
"Don Weiss",CA-2017-132521,119.96
"Don Weiss",CA-2017-132521,119.96
"Don Weiss",CA-2017-132521,119.96
"Don Weiss",CA-2017-132521,119.96
"Don Weiss",CA-2017-132521,119.96
"Bill Tyler",CA-2015-110016,1106.91
"Bill Tyler",CA-2015-110016,1106.91
"Bill Tyler",CA-2015-110016,1106.91
"Bill Tyler",CA-2015-110016,1106.91
"Bill Tyler",CA-2015-110016,1106.91
"Bill Tyler",CA-2015-110016,1106.91
"Karen Daniels",US-2016-143819,4899.93
"Karen Daniels",US-2016-143819,4899.93
"Karen Daniels",US-2016-143819,4899.93
"Karen Daniels",US-2016-143819,4899.93
"Karen Daniels",US-2016-143819,4899.93
"Brad Thomas",CA-2015-165085,355.96
"Brad Thomas",CA-2015-165085,355.96
"Christine Sundaresam",CA-2015-142755,619.95
"Christine Sundaresam",CA-2015-142755,619.95
"Christine Sundaresam",CA-2015-142755,619.95
"Christine Sundaresam",CA-2015-142755,619.95
"Christine Sundaresam",CA-2015-142755,619.95
"Christine Sundaresam",CA-2015-142755,619.95
"Christine Sundaresam",CA-2015-142755,619.95
"Christine Sundaresam",CA-2015-142755,619.95
"Christine Sundaresam",CA-2015-142755,619.95
"Christine Sundaresam",CA-2015-142755,619.95
"Christine Sundaresam",CA-2015-142755,619.95
"Dave Brooks",CA-2014-128146,1322.93
"Dave Brooks",CA-2014-128146,1322.93
"Dave Brooks",CA-2014-128146,1322.93
"Dave Brooks",CA-2014-128146,1322.93
"Dave Brooks",CA-2014-128146,1322.93
"Dave Brooks",CA-2014-128146,1322.93
"Dave Brooks",CA-2014-128146,1322.93
"Larry Hughes",CA-2017-133235,271.96
"Larry Hughes",CA-2017-133235,271.96
"Larry Hughes",CA-2017-133235,271.96
"Steven Ward",CA-2016-137050,579.14
"Steven Ward",CA-2016-137050,579.14
"Stefania Perrino",US-2017-118087,1931.96
"Stefania Perrino",US-2017-118087,1931.96
"Stefania Perrino",US-2017-118087,1931.96
"Stefania Perrino",US-2017-118087,1931.96
"Stefania Perrino",US-2017-118087,1931.96
"Stefania Perrino",US-2017-118087,1931.96
"Stefania Perrino",US-2017-118087,1931.96
"Stefania Perrino",US-2017-118087,1931.96
"Stefania Perrino",US-2017-118087,1931.96
"Nora Preis",CA-2014-168494,3610.85
"Nora Preis",CA-2014-168494,3610.85
"Nora Preis",CA-2014-168494,3610.85
"Nora Preis",CA-2014-168494,3610.85
"Nora Preis",CA-2014-168494,3610.85
"Nora Preis",CA-2014-168494,3610.85
"Nora Preis",CA-2014-168494,3610.85
"Doug Jacobs",CA-2017-115602,1704.56
"Doug Jacobs",CA-2017-115602,1704.56
"Doug Jacobs",CA-2017-115602,1704.56
"Jocasta Rupert",CA-2017-117079,863.88
"Toby Ritter",CA-2016-160815,278.4
"Toby Ritter",CA-2016-160815,278.4
"Toby Ritter",CA-2016-160815,278.4
"Toby Ritter",CA-2016-160815,278.4
"Toby Ritter",CA-2016-160815,278.4
"Justin Hirsh",CA-2015-138898,845.73
"Justin Hirsh",CA-2015-138898,845.73
"Justin Hirsh",CA-2015-138898,845.73
"Justin Hirsh",CA-2015-138898,845.73
"Chuck Sachs",US-2017-126179,287.97
"Chuck Sachs",US-2017-126179,287.97
"Laurel Workman",CA-2014-160773,575.92
"Laurel Workman",CA-2014-160773,575.92
"Laurel Workman",CA-2014-160773,575.92
"Laurel Workman",CA-2014-160773,575.92
"Laurel Workman",CA-2014-160773,575.92
"Chad McGuire",CA-2017-100524,677.58
"Chad McGuire",CA-2017-100524,677.58
"Chad McGuire",CA-2017-100524,677.58
"Ann Blume",US-2017-155425,899.14
"Ann Blume",US-2017-155425,899.14
"Ann Blume",US-2017-155425,899.14
"Ann Blume",US-2017-155425,899.14
"Jim Radford",US-2015-103471,590.06
"Jim Radford",US-2015-103471,590.06
"Christina Anderson",CA-2015-120362,912.75
"Christina Anderson",CA-2015-120362,912.75
"Christina Anderson",CA-2015-120362,912.75
"Christina Anderson",CA-2015-120362,912.75
"Christina Anderson",CA-2015-120362,912.75
"Christina Anderson",CA-2015-120362,912.75
"Christina Anderson",CA-2015-120362,912.75
"Christina Anderson",CA-2015-120362,912.75
"Christina Anderson",CA-2015-120362,912.75
"Cyma Kinney",US-2017-117247,652.45
"Cyma Kinney",US-2017-117247,652.45
"Cyma Kinney",US-2017-117247,652.45
"Cyma Kinney",US-2017-117247,652.45
"Cyma Kinney",US-2017-117247,652.45
"Cyma Kinney",US-2017-117247,652.45
"Cyma Kinney",US-2017-117247,652.45
"Cyma Kinney",US-2017-117247,652.45
"Cyma Kinney",US-2017-117247,652.45
"Irene Maddox",CA-2014-120768,1819.86
"Irene Maddox",CA-2014-120768,1819.86
"Irene Maddox",CA-2014-120768,1819.86
"Irene Maddox",CA-2014-120768,1819.86
"Irene Maddox",CA-2014-120768,1819.86
"Irene Maddox",CA-2014-120768,1819.86
"Irene Maddox",CA-2014-120768,1819.86
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Joel Eaton",CA-2015-139731,2453.43
"Mark Cousins",CA-2016-133711,3040
"Mark Cousins",CA-2016-133711,3040
"Mark Cousins",CA-2016-133711,3040
"Mark Cousins",CA-2016-133711,3040
"Mark Cousins",CA-2016-133711,3040
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Damala Kotsonis",CA-2017-139199,872.94
"Nathan Gelder",CA-2017-130386,540.05
"Nathan Gelder",CA-2017-130386,540.05
"Nathan Gelder",CA-2017-130386,540.05
"Nathan Gelder",CA-2017-130386,540.05
"Nathan Gelder",CA-2017-130386,540.05
"Pauline Chand",CA-2015-153388,1004.98
"Pauline Chand",CA-2015-153388,1004.98
"Michael Chen",CA-2017-148446,1669.6
"Michael Chen",CA-2017-148446,1669.6
"Michael Chen",CA-2017-148446,1669.6
"Michael Chen",CA-2017-148446,1669.6
"Michael Chen",CA-2017-148446,1669.6
"Michael Chen",CA-2017-148446,1669.6
"Carl Ludwig",CA-2017-121888,782.94
"Carl Ludwig",CA-2017-121888,782.94
"Pamela Coakley",CA-2014-150245,1573.49
"Pamela Coakley",CA-2014-150245,1573.49
"Pamela Coakley",CA-2014-150245,1573.49
"Pamela Coakley",CA-2014-150245,1573.49
"Bobby Odegard",CA-2017-158386,124.75
"Bobby Odegard",CA-2017-158386,124.75
"Sheri Gordon",US-2017-102890,1044.63
"Sheri Gordon",US-2017-102890,1044.63
"Sheri Gordon",US-2017-102890,1044.63
"Sheri Gordon",US-2017-102890,1044.63
"Sheri Gordon",US-2017-102890,1044.63
"Sheri Gordon",US-2017-102890,1044.63
"Sheri Gordon",US-2017-102890,1044.63
"Sheri Gordon",US-2017-102890,1044.63
"Jesus Ocampo",CA-2015-132101,453.58
"Jesus Ocampo",CA-2015-132101,453.58
"Jesus Ocampo",CA-2015-132101,453.58
"Jesus Ocampo",CA-2015-132101,453.58
"Mick Crebagga",CA-2014-101602,763.28
